Year,Day,Hour,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa
2010,1,0,0,0,3.03,-12.02020394,-8.220554343,0.105436423
2010,1,1,0,0,2.88,-11.83020394,-8.280554343,0.109860532
2010,1,2,0,0,2.73,-11.43011275,-8.340554343,0.116197003
2010,1,3,0,0,2.82,-11.33011275,-8.400554343,0.118036388
2010,1,4,0,0,2.9,-11.44682628,-8.450554343,0.117627312
2010,1,5,0,0,2.99,-11.34682628,-8.510554343,0.119409281
2010,1,6,0,0,2.58,-11.63219479,-8.560554343,0.115492725
2010,1,7,0,0,2.17,-11.23219479,-8.600554343,0.118264205
2010,1,8,74.384,0,1.76,-10.09812585,-8.640554343,0.128488584
2010,1,9,216.48,0,1.9,-8.138125846,-8.640554343,0.130371497
2010,1,10,329.33,0,2.05,-4.103225767,-8.640554343,0.163106412
2010,1,11,438.71,0,2.2,-2.143225767,-8.620554343,0.181946451
2010,1,12,478.08,0,2.13,-1.109124012,-8.500554343,0.180729516
2010,1,13,463.28,0,2.07,-0.639124012,-8.370554343,0.172640171
2010,1,14,362.4,0,2.01,-0.684741807,-8.230554343,0.158802316
2010,1,15,260.22,0.581729063,1.96,-1.644741807,-8.120554343,0.148014117
2010,1,16,141.14,0,1.91,-2.620213883,-8.030554343,0.139589468
2010,1,17,0,0,1.86,-3.580213883,-8.020554343,0.133634845
2010,1,18,0,0,2,-5.040919486,-8.020554343,0.128589452
2010,1,19,0,0,2.14,-5.450919486,-8.020554343,0.134455396
2010,1,20,0,0,2.28,-6.675086858,-8.020554343,0.132020348
2010,1,21,0,0,1.98,-6.335086858,-8.020554343,0.134993524
2010,1,22,0,0,1.69,-6.138480982,-8.040554343,0.136727887
2010,1,23,0,0,1.39,-5.798480982,-8.050554343,0.140105722
2010,2,0,0,0,1.9,-6.260203943,-8.060554343,0.131853832
2010,2,1,0,0,2.42,-6.510203943,-8.070554343,0.126147438
2010,2,2,0,0,2.93,-6.550112748,-8.070554343,0.122331935
2010,2,3,0,0,2.83,-6.270112748,-8.070554343,0.125542243
2010,2,4,0,0,2.73,-6.186826281,-8.070554343,0.127118421
2010,2,5,0,0,2.63,-5.906826281,-8.070554343,0.130552369
2010,2,6,0,0,2.63,-6.822194792,-8.070554343,0.124187408
2010,2,7,0,0,2.63,-7.042194792,-8.070554343,0.124991421
2010,2,8,73.968,0,2.62,-6.528125846,-8.060554343,0.133002372
2010,2,9,216.08,0,3.72,-5.388125846,-8.060554343,0.130038989
2010,2,10,329.04,0,4.82,-2.173225767,-8.060554343,0.151768254
2010,2,11,440.98,0,5.91,-1.043225767,-8.010554343,0.154230966
2010,2,12,480.88,0,5.77,-0.189124012,-7.890554343,0.152941567
2010,2,13,466.38,0,5.62,0.090875988,-7.770554343,0.145235639
2010,2,14,387.6,0,5.47,-0.144741807,-7.680554343,0.132355497
2010,2,15,278.94,0,4.52,-1.514741807,-7.580554343,0.108668491
2010,2,16,152.26,0,3.58,-2.900213883,-7.510554343,0.089962876
2010,2,17,1.348,0,2.63,-4.270213883,-7.500554343,0.075970597
2010,2,18,0,0,2.22,-5.940919486,-7.500554343,0.080247289
2010,2,19,0,0,1.8,-6.570919486,-7.520554343,0.091168273
2010,2,20,0,0,1.39,-8.005086858,-7.590554343,0.096803725
2010,2,21,0,0,1.15,-8.475086858,-7.660554343,0.091969265
2010,2,22,0,0,0.91,-9.078480982,-7.740554343,0.086791661
2010,2,23,0,0,0.68,-9.548480982,-7.810554343,0.082748974
2010,3,0,0,0,0.79,-9.860203943,-7.890554343,0.081011604
2010,3,1,0,0,0.91,-9.970203943,-7.960554343,0.080598139
2010,3,2,0,0,1.03,-9.850112748,-8.040554343,0.08187326
2010,3,3,0,0,1.32,-10.21011275,-8.110554343,0.079537676
2010,3,4,0,0,1.6,-10.78682628,-8.190554343,0.075921051
2010,3,5,0,0,1.89,-11.14682628,-8.260554343,0.074008881
2010,3,6,0,0,1.5,-11.89219479,-8.330554343,0.066585411
2010,3,7,0,0,1.1,-11.94219479,-8.410554343,0.063345018
2010,3,8,75.216,0,0.71,-11.25812585,-8.470554343,0.063659123
2010,3,9,220.4,0,1.15,-8.998125846,-8.470554343,0.067389008
2010,3,10,335.89,0,1.59,-4.653225767,-8.470554343,0.093949916
2010,3,11,448.06,0,2.03,-2.393225767,-8.470554343,0.119860493
2010,3,12,488.92,0,2.04,-1.479124012,-8.350554343,0.112935255
2010,3,13,474.55,0,2.05,-1.139124012,-8.240554343,0.101135847
2010,3,14,393.14,0,2.05,-1.314741807,-8.170554343,0.085946165
2010,3,15,283.55,0,1.61,-2.934741807,-8.070554343,0.068312639
2010,3,16,155.78,0,1.16,-4.580213883,-8.000554343,0.056798679
2010,3,17,2.688,0,0.72,-6.210213883,-8.000554343,0.05142122
2010,3,18,0,0,0.96,-8.100919486,-8.000554343,0.055020139
2010,3,19,0,0,1.2,-8.950919486,-8.040554343,0.063932067
2010,3,20,0,0,1.44,-10.62508686,-8.120554343,0.069229506
2010,3,21,0,0,1.28,-10.90508686,-8.200554343,0.070728083
2010,3,22,0,0,1.12,-11.32848098,-8.280554343,0.071534667
2010,3,23,0,0,0.97,-11.61848098,-8.360554343,0.073027609
2010,4,0,0,0,0.7,-11.86020394,-8.440554343,0.077193577
2010,4,1,0,0,0.42,-11.90020394,-8.520554343,0.082533172
2010,4,2,0,0,0.15,-11.72011275,-8.600554343,0.089473897
2010,4,3,0,0,0.43,-11.79011275,-8.680554343,0.089328006
2010,4,4,0,0,0.72,-12.05682628,-8.760554343,0.087888481
2010,4,5,0,0,1,-12.12682628,-8.840554343,0.087771577
2010,4,6,0,0,0.87,-12.52219479,-8.900554343,0.08037337
2010,4,7,0,0,0.74,-12.23219479,-8.970554343,0.077884335
2010,4,8,74.592,0,0.61,-11.19812585,-9.020554343,0.080178735
2010,4,9,219.06,0,1.06,-8.988125846,-9.020554343,0.08330601
2010,4,10,334.08,0,1.5,-4.693225767,-9.020554343,0.111417012
2010,4,11,446.13,0,1.94,-2.483225767,-8.970554343,0.1355364
2010,4,12,487.12,0,1.85,-1.339124012,-8.810554343,0.146251483
2010,4,13,473.17,0,1.76,-0.759124012,-8.640554343,0.152285294
2010,4,14,392.45,0,1.67,-0.694741807,-8.480554343,0.153079341
2010,4,15,283.73,0,1.81,-1.834741807,-8.330554343,0.139782582
2010,4,16,156.9,0,1.94,-3.000213883,-8.230554343,0.129376696
2010,4,17,3.34,0,2.08,-4.150213883,-8.230554343,0.122479034
2010,4,18,0,0,1.93,-5.700919486,-8.230554343,0.126107208
2010,4,19,0,0,1.78,-6.210919486,-8.230554343,0.13961355
2010,4,20,0,0,1.63,-7.535086858,-8.230554343,0.144261579
2010,4,21,0,0,1.58,-7.675086858,-8.310554343,0.151070976
2010,4,22,0,0,1.54,-7.958480982,-8.370554343,0.156143755
2010,4,23,0,0,1.5,-8.108480982,-8.440554343,0.1626666
2010,5,0,0,0,1.57,-8.250203943,-8.510554343,0.164978481
2010,5,1,0,0,1.65,-8.190203943,-8.580554343,0.169895668
2010,5,2,0,0,1.72,-7.910112748,-8.640554343,0.177833983
2010,5,3,0,0,1.9,-8.000112748,-8.710554343,0.176110013
2010,5,4,0,0,2.08,-8.306826281,-8.770554343,0.171333921
2010,5,5,0,0,2.25,-8.396826281,-8.830554343,0.169666071
2010,5,6,0,0,2.35,-8.972194792,-8.890554343,0.155994665
2010,5,7,0,0,2.45,-8.872194792,-8.950554343,0.151046728
2010,5,8,74.656,0,2.54,-8.018125846,-8.990554343,0.155192497
2010,5,9,219.57,0,2.95,-6.098125846,-8.990554343,0.161700691
2010,5,10,335.05,0,3.36,-2.113225767,-8.990554343,0.20491261
2010,5,11,447.77,0,3.77,-0.193225767,-8.900554343,0.230295522
2010,5,12,489.19,0,3.67,0.690875988,-8.720554343,0.236885761
2010,5,13,475.56,0,3.57,1.000875988,-8.540554343,0.233911556
2010,5,14,395.6,0,3.47,0.805258193,-8.360554343,0.222956663
2010,5,15,286.66,0,3.23,-0.424741807,-8.210554343,0.206216255
2010,5,16,159.56,0,2.99,-1.680213883,-8.100554343,0.193167784
2010,5,17,4.916,0,2.74,-2.910213883,-8.100554343,0.184839258
2010,5,18,0,0,2.9,-4.650919486,-8.100554343,0.180925668
2010,5,19,0,0,3.05,-5.350919486,-8.100554343,0.192089953
2010,5,20,0,0,3.2,-6.865086858,-8.130554343,0.19182232
2010,5,21,0,0,3.2,-7.065086858,-8.210554343,0.187193174
2010,5,22,0,0,3.2,-7.418480982,-8.280554343,0.180321745
2010,5,23,0,0,3.19,-7.618480982,-8.360554343,0.175909306
2010,6,0,0,0,3.05,-7.920203943,-8.420554343,0.164899464
2010,6,1,0,0,2.91,-8.030203943,-8.480554343,0.156424517
2010,6,2,0,0,2.76,-7.910112748,-8.540554343,0.150782903
2010,6,3,0,0,2.72,-7.990112748,-8.590554343,0.143904638
2010,6,4,0,0,2.68,-8.286826281,-8.630554343,0.134542714
2010,6,5,0,0,2.64,-8.366826281,-8.660554343,0.127794796
2010,6,6,0,0,3.28,-8.912194792,-8.720554343,0.110281606
2010,6,7,0,0,3.92,-8.782194792,-8.780554343,0.099272092
2010,6,8,73.76,0,4.56,-7.898125846,-8.800554343,0.093839307
2010,6,9,217.02,0,4.33,-6.208125846,-8.800554343,0.097268539
2010,6,10,331.31,0,4.1,-2.443225767,-8.770554343,0.124414709
2010,6,11,443.47,0,3.87,-0.753225767,-8.680554343,0.142195973
2010,6,12,484.77,0,3.85,0.140875988,-8.500554343,0.142395435
2010,6,13,471.63,0,3.84,0.460875988,-8.330554343,0.136808298
2010,6,14,391.57,0,3.82,0.275258193,-8.160554343,0.126806963
2010,6,15,284.4,0,3.74,-0.854741807,-8.030554343,0.104216733
2010,6,16,159.35,0,3.65,-2.000213883,-7.910554343,0.085119936
2010,6,17,5.296,0,3.57,-3.130213883,-7.890554343,0.069454298
2010,6,18,0,0,3.79,-4.050919486,-7.890554343,0.074661734
2010,6,19,0,0,4,-3.930919486,-7.890554343,0.08512961
2010,6,20,0,0,4.22,-4.615086858,-7.910554343,0.090305623
2010,6,21,0,0,3.73,-5.155086858,-7.930554343,0.086541402
2010,6,22,0,0,3.23,-5.838480982,-7.970554343,0.082466643
2010,6,23,0,0,2.73,-6.368480982,-8.000554343,0.080296624
2010,7,0,0,0,2.76,-6.960203943,-8.080554343,0.073470965
2010,7,1,0,0,2.78,-7.350203943,-8.160554343,0.068228205
2010,7,2,0,0,2.8,-7.520112748,-8.230554343,0.064331684
2010,7,3,0,0,2.69,-8.090112748,-8.320554343,0.059590805
2010,7,4,0,0,2.57,-8.866826281,-8.400554343,0.054568009
2010,7,5,0,0,2.45,-9.426826281,-8.490554343,0.051262613
2010,7,6,0,0,2.4,-10.12219479,-8.580554343,0.041207983
2010,7,7,0,0,2.35,-10.12219479,-8.660554343,0.034064993
2010,7,8,75.248,0,2.3,-9.378125846,-8.730554343,0.028537526
2010,7,9,221.39,0,2.32,-7.628125846,-8.730554343,0.035386073
2010,7,10,338.06,0,2.35,-3.803225767,-8.730554343,0.056014439
2010,7,11,450,0,2.37,-2.053225767,-8.660554343,0.077756861
2010,7,12,492.18,0,2.5,-1.239124012,-8.510554343,0.079294279
2010,7,13,479.21,0,2.62,-0.999124012,-8.410554343,0.077599664
2010,7,14,407.14,0,2.74,-1.254741807,-8.300554343,0.073684439
2010,7,15,296.4,0,2.47,-2.794741807,-8.190554343,0.056202879
2010,7,16,167.18,0,2.2,-4.340213883,-8.100554343,0.04501424
2010,7,17,8.04,0,1.92,-5.870213883,-8.100554343,0.039238531
2010,7,18,0,0,1.86,-7.870919486,-8.100554343,0.063089821
2010,7,19,0,0,1.81,-8.840919486,-8.220554343,0.091462823
2010,7,20,0,0,1.75,-10.61508686,-8.340554343,0.114080312
2010,7,21,0,0,1.52,-11.05508686,-8.470554343,0.119216545
2010,7,22,0,0,1.29,-11.62848098,-8.590554343,0.123404466
2010,7,23,0,0,1.07,-12.06848098,-8.700554343,0.129026553
2010,8,0,0,0,0.74,-12.56020394,-8.860554343,0.133480562
2010,8,1,0,0,0.42,-12.85020394,-9.000554343,0.140148857
2010,8,2,0,0,0.1,-12.93011275,-9.150554343,0.149405129
2010,8,3,0,0,0,-13.20011275,-9.300554343,0.150504089
2010,8,4,0,0,0,-13.67682628,-9.450554343,0.149127092
2010,8,5,0,0,0,-13.93682628,-9.600554343,0.150557362
2010,8,6,0,0,0.11,-14.30219479,-9.720554343,0.130775274
2010,8,7,0,0,0.5,-13.98219479,-9.840554343,0.11945537
2010,8,8,77.68,0,0.9,-12.91812585,-9.940554343,0.115066275
2010,8,9,228.29,0,1.08,-10.69812585,-9.940554343,0.113792219
2010,8,10,348.61,0,1.26,-6.393225767,-9.940554343,0.141504227
2010,8,11,462.43,0,1.44,-4.173225767,-9.860554343,0.158582046
2010,8,12,506.02,0,2.04,-2.979124012,-9.650554343,0.161266969
2010,8,13,493.07,0,2.63,-2.359124012,-9.430554343,0.157969326
2010,8,14,414.96,0,3.22,-2.244741807,-9.210554343,0.149925402
2010,8,15,302.8,0,2.88,-3.674741807,-9.040554343,0.135926278
2010,8,16,171.93,0,2.53,-5.110213883,-8.930554343,0.127075125
2010,8,17,8.3,0,2.19,-6.540213883,-8.920554343,0.122475522
2010,8,18,0,0,2.09,-8.130919486,-8.920554343,0.144003246
2010,8,19,0,0,2,-8.680919486,-9.020554343,0.175642921
2010,8,20,0,0,1.9,-10.05508686,-9.140554343,0.194590043
2010,8,21,0,0,1.8,-9.825086858,-9.270554343,0.210714963
2010,8,22,0,0,1.69,-9.748480982,-9.390554343,0.224107846
2010,8,23,0,0,1.58,-9.518480982,-9.510554343,0.240258575
2010,9,0,0,0,1.84,-9.960203943,-9.620554343,0.224475785
2010,9,1,0,0,2.09,-10.20020394,-9.730554343,0.212604465
2010,9,2,0,0,2.34,-10.21011275,-9.840554343,0.20461308
2010,9,3,0,0,2.47,-10.12011275,-9.930554343,0.205698817
2010,9,4,0,0,2.59,-10.23682628,-10.03055434,0.203338872
2010,9,5,0,0,2.72,-10.14682628,-10.11055434,0.204435446
2010,9,6,0,0,2.65,-10.64219479,-10.20055434,0.192378235
2010,9,7,0,0,2.58,-10.46219479,-10.29055434,0.19108939
2010,9,8,76.768,0,2.51,-9.528125846,-10.35055434,0.201740171
2010,9,9,225.2,0,2.44,-7.588125846,-10.35055434,0.207359087
2010,9,10,343.88,0,2.37,-3.573225767,-10.31055434,0.257552621
2010,9,11,452.75,0,2.3,-1.633225767,-10.16055434,0.280644107
2010,9,12,495.65,0,2.09,-0.569124012,-9.920554343,0.284363122
2010,9,13,483.32,0,1.88,-0.089124012,-9.670554343,0.276124338
2010,9,14,408.48,0,1.68,-0.104741807,-9.430554343,0.259374112
2010,9,15,298.78,0,1.97,-1.694741807,-9.210554343,0.215944411
2010,9,16,170.77,0,2.26,-3.300213883,-9.050554343,0.178959254
2010,9,17,8.852,0,2.54,-4.890213883,-9.040554343,0.148325124
2010,9,18,0,0,2.37,-6.460919486,-9.040554343,0.162727082
2010,9,19,0,0,2.2,-6.990919486,-9.040554343,0.189071336
2010,9,20,0,0,2.03,-8.335086858,-9.130554343,0.202620559
2010,9,21,0,0,1.92,-8.395086858,-9.220554343,0.203688184
2010,9,22,0,0,1.82,-8.588480982,-9.310554343,0.202743253
2010,9,23,0,0,1.72,-8.638480982,-9.400554343,0.204075869
2010,10,0,0,0,1.41,-8.580203943,-9.480554343,0.213279124
2010,10,1,0,0,1.1,-8.320203943,-9.570554343,0.225790041
2010,10,2,0,0,0.8,-7.840112748,-9.650554343,0.242577707
2010,10,3,0,0,0.81,-7.740112748,-9.720554343,0.245709433
2010,10,4,0,0,0.82,-7.846826281,-9.800554343,0.244824752
2010,10,5,0,0,0.83,-7.746826281,-9.870554343,0.247945467
2010,10,6,0,0,0.84,-8.602194792,-9.940554343,0.219558074
2010,10,7,0,0,0.85,-8.782194792,-10.02055434,0.203951928
2010,10,8,75.664,0,0.86,-8.208125846,-10.06055434,0.200064388
2010,10,9,221.39,0,1.05,-6.188125846,-10.06055434,0.20337985
2010,10,10,338,0,1.24,-2.103225767,-10.01055434,0.250769347
2010,10,11,444.85,0,1.44,-0.083225767,-9.760554343,0.274206333
2010,10,12,487.24,0,0.94,0.860875988,-9.500554343,0.283939863
2010,10,13,475.46,0,0.45,1.230875988,-9.240554343,0.282374143
2010,10,14,407.7,0,0,1.105258193,-8.990554343,0.271630799
2010,10,15,298.93,0,0.8,-0.204741807,-8.760554343,0.233156858
2010,10,16,171.98,0,1.64,-1.520213883,-8.590554343,0.199812102
2010,10,17,11.012,0,2.48,-2.820213883,-8.580554343,0.171168583
2010,10,18,0,0,1.62,-4.360919486,-8.580554343,0.178658742
2010,10,19,0,0,0.76,-4.860919486,-8.580554343,0.199631911
2010,10,20,0,0,0,-6.175086858,-8.580554343,0.207769137
2010,10,21,0,0,0,-6.275086858,-8.580554343,0.208822609
2010,10,22,0,0,0,-6.508480982,-8.700554343,0.207859781
2010,10,23,0,0,0,-6.608480982,-8.820554343,0.208939846
2010,11,0,0,0,0,-6.840203943,-8.940554343,0.204632572
2010,11,1,0,0,0,-6.860203943,-9.060554343,0.20383964
2010,11,2,0,0,0,-6.670112748,-9.170554343,0.206283492
2010,11,3,0,0,0.25,-6.610112748,-9.280554343,0.206312831
2010,11,4,0,0,0.52,-6.746826281,-9.390554343,0.203399223
2010,11,5,0,0,0.8,-6.686826281,-9.490554343,0.20347355
2010,11,6,0,0,0.79,-7.112194792,-9.580554343,0.195263963
2010,11,7,0,0,0.78,-6.862194792,-9.680554343,0.197460013
2010,11,8,77.312,0,0.77,-5.868125846,-9.740554343,0.211564015
2010,11,9,225.47,0,0.91,-4.118125846,-9.740554343,0.217277162
2010,11,10,344.12,0,1.05,-0.303225767,-9.680554343,0.267636564
2010,11,11,460.3,0,1.19,1.436774233,-9.440554343,0.290082455
2010,11,12,504.36,0,1.18,2.420875988,-9.160554343,0.308358505
2010,11,13,492.52,0,1.17,2.820875988,-8.880554343,0.314387123
2010,11,14,417.57,0,1.16,2.715258193,-8.610554343,0.309633909
2010,11,15,306.9,0,0.95,1.845258193,-8.360554343,0.309968112
2010,11,16,177.73,0,0.74,0.949786117,-8.190554343,0.311967309
2010,11,17,12.88,0,0.52,0.079786117,-8.180554343,0.317208842
2010,11,18,0,0,0.9,-1.760919486,-8.180554343,0.296702034
2010,11,19,0,0,1.28,-2.560919486,-8.330554343,0.301206203
2010,11,20,0,0,1.65,-4.185086858,-8.470554343,0.288671118
2010,11,21,0,0,1.42,-4.365086858,-8.610554343,0.28580664
2010,11,22,0,0,1.2,-4.688480982,-8.740554343,0.279972505
2010,11,23,0,0,0.97,-4.868480982,-8.870554343,0.277252231
2010,12,0,0,0,1.27,-5.130203943,-9.010554343,0.267821709
2010,12,1,0,0,1.57,-5.190203943,-9.140554343,0.262621699
2010,12,2,0,0,1.87,-5.030112748,-9.260554343,0.261811832
2010,12,3,0,0,1.78,-5.240112748,-9.380554343,0.260372526
2010,12,4,0,0,1.69,-5.666826281,-9.500554343,0.254631606
2010,12,5,0,0,1.6,-5.886826281,-9.630554343,0.253070772
2010,12,6,0,0,1.48,-6.362194792,-9.740554343,0.22925871
2010,12,7,0,0,1.35,-6.142194792,-9.850554343,0.218882358
2010,12,8,78.464,0,1.23,-5.188125846,-9.920554343,0.220537457
2010,12,9,227.87,0,1.17,-3.288125846,-9.920554343,0.219246658
2010,12,10,347.62,0,1.1,0.686774233,-9.830554343,0.263800541
2010,12,11,464.51,0,1.04,2.576774233,-9.510554343,0.282180053
2010,12,12,509.19,0,1.12,3.520875988,-9.250554343,0.32459354
2010,12,13,497.58,0,1.2,3.890875988,-9.000554343,0.355668338
2010,12,14,423.33,0,1.29,3.755258193,-8.770554343,0.373589469
2010,12,15,311.87,0,1.6,2.385258193,-8.560554343,0.335498305
2010,12,16,181.81,0,1.9,0.999786117,-8.360554343,0.303275737
2010,12,17,14.708,0,2.21,-0.360213883,-8.350554343,0.27767171
2010,12,18,0,0,1.762299634,-2.150919486,-8.380554343,0.273768306
2010,12,19,0,0,1.533231881,-2.910919486,-8.550554343,0.291484141
2010,12,20,0,0,1.716770223,-4.475086858,-8.720554343,0.292381658
2010,12,21,0,0,1.751713447,-4.535086858,-8.890554343,0.285707755
2010,12,22,0,0,1.839918476,-4.748480982,-9.040554343,0.275682423
2010,12,23,0,0,1.97395542,-4.818480982,-9.190554343,0.268767731
2010,13,0,0,0,1.850108105,-5.100203943,-9.310554343,0.261328221
2010,13,1,0,0,1.765700994,-5.180203943,-9.430554343,0.258022057
2010,13,2,0,0,1.726528308,-5.040112748,-9.550554343,0.259038665
2010,13,3,0,0,1.603121954,-5.070112748,-9.670554343,0.256189802
2010,13,4,0,0,1.869384926,-5.306826281,-9.780554343,0.249395433
2010,13,5,0,0,2.40842272,-5.326826281,-9.890554343,0.246894991
2010,13,6,0,0,2.351042322,-5.822194792,-10.00055434,0.229773766
2010,13,7,0,0,2.36,-5.622194792,-10.11055434,0.225715579
2010,13,8,76.96,0,2.36,-4.688125846,-10.17055434,0.234386697
2010,13,9,222.45,0,1.77,-3.008125846,-10.17055434,0.240563174
2010,13,10,339.11,0,1.187139419,0.736774233,-10.00055434,0.294756684
2010,13,11,445.09,0,0.871148667,2.416774233,-9.640554343,0.317903292
2010,13,12,488.08,0,0.886848352,3.460875988,-9.370554343,0.359422889
2010,13,13,477.29,0,0.933005895,3.930875988,-9.100554343,0.388411557
2010,13,14,405.26,0,1.014347081,3.895258193,-8.840554343,0.403489532
2010,13,15,299.28,0,1.42,3.005258193,-8.600554343,0.355062263
2010,13,16,175.6,0,1.85,2.089786117,-8.350554343,0.308447168
2010,13,17,19.288,0,2.28,1.199786117,-8.250554343,0.265318306
2010,13,18,0,0,1.9,0.029080514,-8.250554343,0.280469489
2010,13,19,0,0,1.53,-0.100919486,-8.250554343,0.315028935
2010,13,20,0,0,1.15,-1.035086858,-8.240554343,0.329731399
2010,13,21,0,0,1.29,-1.235086858,-8.200554343,0.321677535
2010,13,22,0,0,1.43,-1.578480982,-8.170554343,0.310400771
2010,13,23,0,0,1.56,-1.778480982,-8.160554343,0.302636057
2010,14,0,0,0,1.12,-2.060203943,-8.160554343,0.296234841
2010,14,1,0,0,0.680661443,-2.130203943,-8.160554343,0.294744037
2010,14,2,0,0,0.796994354,-1.990112748,-8.160554343,0.297717271
2010,14,3,0,0,0.2,-2.580112748,-8.160554343,0.259516491
2010,14,4,0,0,0,-3.366826281,-8.160554343,0.219143599
2010,14,5,0,0.037765183,0,-3.956826281,-8.170554343,0.183157386
2010,14,6,0,0,0,-5.052194792,-8.230554343,0.154732266
2010,14,7,0,0.027506852,0,-5.462194792,-8.290554343,0.135945561
2010,14,8,74.912,0,0,-5.118125846,-8.330554343,0.124741576
2010,14,9,215.3,0.004085176,0,-3.768125846,-8.330554343,0.136824184
2010,14,10,327.98,0.047206478,0,-0.333225767,-8.290554343,0.179002227
2010,14,11,438.21,0,0,1.016774233,-8.100554343,0.202978168
2010,14,12,480.69,0,0,1.820875988,-7.830554343,0.20997238
2010,14,13,470.39,0,0,2.040875988,-7.620554343,0.207990636
2010,14,14,408.29,0,0,1.755258193,-7.430554343,0.198837384
2010,14,15,302.22,0,0,0.785258193,-7.230554343,0.165647702
2010,14,16,178.48,0,0,-0.210213883,-7.110554343,0.134688943
2010,14,17,15.816,0,0.13,-1.180213883,-7.110554343,0.107051858
2010,14,18,0,0,0,-3.030919486,-7.220554343,0.123040968
2010,14,19,0,0,0,-3.840919486,-7.440554343,0.148618564
2010,14,20,0,0,0,-5.465086858,-7.650554343,0.165172711
2010,14,21,0,0,0,-5.595086858,-7.880554343,0.165514781
2010,14,22,0,0,0.04,-5.878480982,-8.100554343,0.163797366
2010,14,23,0,0,0.81,-6.018480982,-8.310554343,0.163935258
2010,15,0,0,0,0.58,-6.390203943,-8.520554343,0.158892738
2010,15,1,0,0,0.35,-6.550203943,-8.710554343,0.156688959
2010,15,2,0,0,0.12,-6.500112748,-8.900554343,0.156957394
2010,15,3,0,0,0.51,-6.790112748,-9.090554343,0.156848886
2010,15,4,0,0,0.91,-7.296826281,-9.280554343,0.154171436
2010,15,5,0,0,1.3,-7.586826281,-9.460554343,0.154355737
2010,15,6,0,0,1.33,-8.092194792,-9.640554343,0.134913479
2010,15,7,0,0,1.37,-7.922194792,-9.820554343,0.123383347
2010,15,8,81.872,0,1.41,-6.998125846,-9.960554343,0.118783181
2010,15,9,233.84,0,1.47,-5.188125846,-9.960554343,0.12421533
2010,15,10,355.89,0,1.52,-1.293225767,-9.890554343,0.159847256
2010,15,11,473.38,0,1.58,0.516774233,-9.670554343,0.182906341
2010,15,12,519.41,0,1.31,1.560875988,-9.320554343,0.20962413
2010,15,13,508.6,0,1.04,2.020875988,-9.000554343,0.228660427
2010,15,14,433.74,0,0.952102936,1.985258193,-8.730554343,0.240128281
2010,15,15,321.82,0,1.32,0.615258193,-8.450554343,0.195367472
2010,15,16,191.28,0,1.86,-0.760213883,-8.300554343,0.156574297
2010,15,17,18.772,0,2.41,-2.120213883,-8.300554343,0.123052239
2010,15,18,0,0,2.47,-4.110919486,-8.450554343,0.138635946
2010,15,19,0,0,2.54,-5.050919486,-8.690554343,0.165958394
2010,15,20,0,0,2.6,-6.815086858,-8.920554343,0.182984241
2010,15,21,0,0,1.81,-6.965086858,-9.140554343,0.191609328
2010,15,22,0,0,1.02,-7.258480982,-9.360554343,0.198075553
2010,15,23,0,0,0.23,-7.408480982,-9.570554343,0.20664442
2010,16,0,0,0,0.67,-7.240203943,-9.760554343,0.221027702
2010,16,1,0,0,1.1,-6.870203943,-9.950554343,0.238901966
2010,16,2,0,0,1.54,-6.280112748,-10.12055434,0.2614833
2010,16,3,0,0,1.49,-6.470112748,-10.28055434,0.258293615
2010,16,4,0,0,1.43,-6.866826281,-10.44055434,0.251187796
2010,16,5,0,0,1.38,-7.066826281,-10.59055434,0.24793265
2010,16,6,0,0,1.05,-7.472194792,-10.73055434,0.221274394
2010,16,7,0,0,0.71,-7.192194792,-10.86055434,0.207683645
2010,16,8,81.6,0,0.38,-6.168125846,-10.94055434,0.20574479
2010,16,9,231.46,0,0.31,-4.608125846,-10.94055434,0.203789492
2010,16,10,351.93,0,0.24,-0.973225767,-10.71055434,0.241846161
2010,16,11,462.69,0,0.17,0.586774233,-10.41055434,0.252121752
2010,16,12,507.82,0,0.34,1.690875988,-10.00055434,0.271199796
2010,16,13,497.58,0,0.51,2.210875988,-9.680554343,0.2799594
2010,16,14,427.74,0,0.68,2.225258193,-9.360554343,0.279329662
2010,16,15,318.13,0,0.88,1.485258193,-9.060554343,0.273304369
2010,16,16,190.28,0,1.08,0.729786117,-8.820554343,0.268719856
2010,16,17,22.956,0,1.28,-0.010213883,-8.800554343,0.266099813
2010,16,18,0,0,0.71,-1.560919486,-8.850554343,0.270044527
2010,16,19,0,0,0.14,-2.070919486,-9.010554343,0.294225202
2010,16,20,0,0,0,-3.405086858,-9.140554343,0.299853685
2010,16,21,0,0,0,-3.855086858,-9.230554343,0.267109824
2010,16,22,0,0,0.49,-4.448480982,-9.300554343,0.232314556
2010,16,23,0,0,1.53,-4.898480982,-9.350554343,0.200822999
2010,17,0,0,0,1.84,-5.040203943,-9.390554343,0.199586037
2010,17,1,0,0,2.16,-4.970203943,-9.420554343,0.201750712
2010,17,2,0,0,2.47,-4.690112748,-9.460554343,0.207074016
2010,17,3,0,0,2.29,-4.780112748,-9.500554343,0.209930273
2010,17,4,0,0,2.1,-5.076826281,-9.550554343,0.209543303
2010,17,5,0,0,1.92,-5.166826281,-9.600554343,0.212390427
2010,17,6,0,0,1.84,-5.642194792,-9.720554343,0.2026506
